gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000017723	0.1662496	0.0009229482	0.21396452	0.9309811	NA
ENSMUSG00000017724	28.8749	0.07657731	0.13718659	0.06244654	0.4703386
ENSMUSG00000017734	1012.314	0.07927797	0.10874023	0.1906714	0.6487359
ENSMUSG00000017737	5.59375	-0.00868454	0.1349642	0.6886827	0.9227679
ENSMUSG00000017740	3190.73	0.01499075	0.08511918	0.8104209	0.9579539
ENSMUSG00000017747	27.96891	0.04454787	0.13116732	0.2155809	0.6691826
ENSMUSG00000017754	231.4671	0.1099996	0.10560163	0.0825289	0.5072528
ENSMUSG00000017756	17.84036	0.02181568	0.12798022	0.5360593	0.8668601
ENSMUSG00000017760	526.6088	0.05354321	0.09027517	0.3973648	0.7983941
ENSMUSG00000017764	117.737	0.03632215	0.11773433	0.4788339	0.8400731
ENSMUSG00000017765	86.36993	0.07910257	0.12202922	0.1276855	0.5805567
ENSMUSG00000017767	0.8835646	0.000522944	0.15663601	0.967149	NA
ENSMUSG00000017774	82.30015	0.06269093	0.11613066	0.2532047	0.707164
ENSMUSG00000017776	889.2279	-0.0582754	0.07733824	0.3370858	0.7644384
ENSMUSG00000017778	564.7137	-0.03767508	0.09961557	0.545047	0.8706318
ENSMUSG00000017781	924.6545	-0.1203237	0.09329741	0.0626925	0.4710946
ENSMUSG00000017801	127.0144	-0.03345178	0.10725938	0.5726916	0.8815291
ENSMUSG00000017802	353.9983	0.05563817	0.09664323	0.3779409	0.7903128
ENSMUSG00000017817	9.22677	0.01873579	0.13244112	0.4940138	0.8467045
ENSMUSG00000017830	5.42779	0.0108882	0.13405955	0.6398194	0.9057144
ENSMUSG00000017831	642.5214	-0.1249145	0.08645223	0.04996719	0.4419905
ENSMUSG00000017832	0.6129804	-0.005132501	0.18252543	0.6681993	NA
ENSMUSG00000017837	55.33711	0.07082976	0.11988055	0.1780399	0.6356677
ENSMUSG00000017843	805.7735	-0.05040481	0.08489117	0.4208301	0.8091204
ENSMUSG00000017858	157.5483	0.0350601	0.10927703	0.5469068	0.8716079
ENSMUSG00000017861	8.027356	-0.006405477	0.13784095	0.7300422	0.9349964
ENSMUSG00000017868	27.54394	0.03087549	0.1269119	0.4221152	0.8098158
ENSMUSG00000017897	9.161237	0.04757811	0.15770229	0.08090658	0.50563
ENSMUSG00000017929	151.6876	0.007854795	0.10372604	0.8968178	0.9770942
ENSMUSG00000017943	226.5338	0.08702683	0.09637099	0.1728579	0.6305658
ENSMUSG00000017969	3.012376	0.02853221	0.19944973	0.1277912	0.580752
ENSMUSG00000017978	264.0051	0.008882486	0.12467251	0.8243645	0.9609407
ENSMUSG00000017999	119.4795	0.0581262	0.10875095	0.328175	0.7605488
ENSMUSG00000018001	215.0812	0.06324906	0.09716248	0.3169374	0.7541447
ENSMUSG00000018008	61.71871	0.02393035	0.11737189	0.6387744	0.9052138
ENSMUSG00000018012	45.47939	0.0284612	0.12401562	0.5041466	0.8508023
ENSMUSG00000018040	559.3864	0.1651297	0.10837384	0.01244992	0.2558935
ENSMUSG00000018042	293.9488	0.09482261	0.10750875	0.1259652	0.5790765
ENSMUSG00000018068	310.4601	-0.09777535	0.09626252	0.1273802	0.5800298
ENSMUSG00000018076	993.6474	-0.06467611	0.11165349	0.266185	0.7183576
ENSMUSG00000018102	213.9349	0.0196812	0.10833026	0.7360449	0.9368226
ENSMUSG00000018126	7.669205	0.0208016	0.14313749	0.3152457	0.7530033
ENSMUSG00000018143	63.27624	0.1033075	0.12765647	0.04848794	0.4388253
ENSMUSG00000018160	496.1656	-0.004835743	0.09881624	0.93795	0.9846897
ENSMUSG00000018166	193.4557	0.01205407	0.10816539	0.8364008	0.9639276
ENSMUSG00000018167	170.4978	0.03341515	0.10958076	0.5642484	0.8776439
ENSMUSG00000018168	2.55419	-0.007088586	0.14597959	0.6439449	0.9076198
ENSMUSG00000018169	17.71359	-0.02958963	0.12860163	0.4060487	0.8016697
ENSMUSG00000018171	541.1823	-0.1260081	0.10853033	0.04754784	0.4369409
ENSMUSG00000018189	104.4233	-0.06269758	0.11172889	0.279668	0.7284349
ENSMUSG00000018196	347.2876	-0.006966864	0.10811267	0.904978	0.9783589
ENSMUSG00000018199	794.7294	-0.03267766	0.08909047	0.6040199	0.8948078
ENSMUSG00000018209	299.9374	0.0554106	0.09553694	0.3807043	0.7918974
ENSMUSG00000018217	90.75468	-0.04182616	0.1191174	0.4049592	0.8014173
ENSMUSG00000018238	3.412174	-0.01435213	0.14492732	0.4227657	0.8100946
ENSMUSG00000018239	20.0389	-0.0302552	0.12654087	0.4371799	0.8182874
ENSMUSG00000018286	424.175	-0.04362854	0.1128817	0.4366848	0.8181876
ENSMUSG00000018287	139.7834	0.08543234	0.11263959	0.1482137	0.6021199
ENSMUSG00000018293	326.2184	0.1012729	0.11000071	0.09946345	0.5450778
ENSMUSG00000018322	384.3748	0.003742837	0.09160698	0.9525942	0.9890723
ENSMUSG00000018326	2215.41	-0.1254243	0.09980315	0.0531627	0.4498644
ENSMUSG00000018334	264.9116	-0.133257	0.11053482	0.03613709	0.3970287
ENSMUSG00000018339	21.13411	0.02359802	0.14586957	0.2604938	0.7153725
ENSMUSG00000018340	553.1567	-0.05136103	0.10698816	0.3922322	0.7966986
ENSMUSG00000018341	10.716	-0.1313943	0.72401578	0.01005392	0.2362798
ENSMUSG00000018347	85.06554	0.04592294	0.11511951	0.3987552	0.7988009
ENSMUSG00000018362	148.9616	-0.07320821	0.11065037	0.2168815	0.6703621
ENSMUSG00000018363	437.748	-0.01192851	0.09264779	0.8497083	0.9669388
ENSMUSG00000018372	75.89555	0.01927249	0.11430951	0.7206124	0.932045
ENSMUSG00000018377	300.6853	-0.03774369	0.10574572	0.5304228	0.8631723
ENSMUSG00000018378	91.51243	0.03966236	0.11943061	0.4247662	0.8104486
ENSMUSG00000018379	1411.079	-0.03064019	0.10635584	0.6077402	0.8955789
ENSMUSG00000018381	21.90681	-0.04854904	0.12700871	0.2433532	0.6972172
ENSMUSG00000018387	43.71629	0.009026021	0.12230407	0.8372283	0.9639785
ENSMUSG00000018395	613.8002	0.04466169	0.09451157	0.4792252	0.8401046
ENSMUSG00000018398	1131.88	0.05332632	0.08564884	0.395537	0.7980987
ENSMUSG00000018401	911.6433	-0.07438467	0.08169049	0.230853	0.6844648
ENSMUSG00000018405	50.4413	-0.01397347	0.11756082	0.7816057	0.9492114
ENSMUSG00000018411	2170.717	0.09263765	0.09186493	0.1474698	0.6015404
ENSMUSG00000018412	659.6718	-0.0305655	0.09517603	0.6269863	0.9009261
ENSMUSG00000018415	410.4431	0.06696635	0.08679247	0.2882725	0.733774
ENSMUSG00000018417	590.7666	-0.05388364	0.11277451	0.3424097	0.7671325
ENSMUSG00000018425	343.0171	-0.02155912	0.10527763	0.7194985	0.931547
ENSMUSG00000018427	940.1413	-0.06333694	0.10774751	0.2926648	0.7367073
ENSMUSG00000018428	383.0912	0.002654737	0.0930937	0.9663406	0.9921149
ENSMUSG00000018433	238.7879	-0.0006324974	0.09933477	0.9918591	0.9984677
ENSMUSG00000018442	188.1241	0.04231153	0.09943613	0.4975707	0.8485204
ENSMUSG00000018446	178.9169	0.03782916	0.10101134	0.5410923	0.8691644
ENSMUSG00000018449	54.80636	0.04046238	0.12010246	0.4088778	0.8033163
ENSMUSG00000018451	1505.905	0.2876291	0.17047897	0.0001664909	0.02908722
ENSMUSG00000018459	59.60227	0.04083058	0.12008908	0.4051011	0.8014173
ENSMUSG00000018470	62.23435	-0.06354093	0.1223952	0.1972906	0.6555939
ENSMUSG00000018474	3070.284	0.1324542	0.09110357	0.04056086	0.4159533
ENSMUSG00000018476	109.1357	-0.01076071	0.12899781	0.7358193	0.9368226
ENSMUSG00000018479	0.9311677	0.0007163974	0.15729655	0.9548167	NA
ENSMUSG00000018481	812.4605	0.07576967	0.08000887	0.2188806	0.6726601
ENSMUSG00000018486	0.04285809	0	0.21433685	1	NA
ENSMUSG00000018500	12.79697	0.01270274	0.1302102	0.6698348	0.9157442
ENSMUSG00000018501	1748.35	-0.2070609	0.0722539	0.0004718357	0.05201146
ENSMUSG00000018507	66.69606	-0.01059468	0.11376002	0.8450229	0.9655546
ENSMUSG00000018509	81.70376	0.06908757	0.12342715	0.159827	0.6174797
ENSMUSG00000018537	72.07692	-0.03553881	0.12593416	0.3823651	0.7929558
ENSMUSG00000018541	84.40001	0.03440911	0.10711084	0.5624411	0.8766073
ENSMUSG00000018543	0.6478109	0.005614522	0.19837493	0.6312092	NA
ENSMUSG00000018547	818.7963	0.0922072	0.08140974	0.1378203	0.5897563
ENSMUSG00000018548	2087.295	-0.1167463	0.08828426	0.06793709	0.4822257
ENSMUSG00000018554	3.128265	-0.002037834	0.13952564	0.9033973	0.9778989
ENSMUSG00000018559	165.4196	-0.08082859	0.11873574	0.1396659	0.5897563
ENSMUSG00000018565	213.8612	-0.04397055	0.10664691	0.4631227	0.8324011
ENSMUSG00000018566	10.00259	0.02153468	0.13156427	0.4629494	0.8323224
ENSMUSG00000018567	498.5363	0.02491576	0.10549091	0.6778947	0.9190287
ENSMUSG00000018569	0.1750434	0	0.21433685	1	NA
ENSMUSG00000018570	2.014892	0.003459936	0.14615391	0.8116779	0.9584272
ENSMUSG00000018572	155.7603	0.02686313	0.11066505	0.6376516	0.9048491
ENSMUSG00000018574	232.2119	0.07580706	0.10998176	0.2048533	0.6612652
ENSMUSG00000018581	19.93652	0.0003363461	0.13135042	0.9898558	0.9982943
ENSMUSG00000018583	545.2382	0.1717671	0.09758531	0.009704923	0.2334097
ENSMUSG00000018585	97.37309	0.02644854	0.11174586	0.6381451	0.9051964
ENSMUSG00000018589	137.1966	0.1030757	0.13858082	0.03028488	0.3732664
ENSMUSG00000018593	925.5698	0.5304577	0.38902309	2.119586e-05	0.009474076
ENSMUSG00000018595	2.169741	0.01252356	0.16823743	0.3862383	0.7948057
ENSMUSG00000018599	72.24468	0.0465845	0.12366125	0.3048945	0.7455324
ENSMUSG00000018604	10.22406	-0.005940529	0.13132298	0.8246244	0.961026
ENSMUSG00000018634	44.51462	0.01680695	0.12139816	0.7123879	0.9291951
ENSMUSG00000018648	189.394	-0.02646751	0.11479021	0.6220242	0.8995653
ENSMUSG00000018651	153.9925	0.007426379	0.10489715	0.9015922	0.9770942
ENSMUSG00000018654	33.68433	-0.02996741	0.12550594	0.4594462	0.8309114
ENSMUSG00000018659	287.0509	-0.00576579	0.10328464	0.9243707	0.9823494
ENSMUSG00000018661	281.8219	0.04341383	0.09603352	0.490508	0.8452329
ENSMUSG00000018666	188.5496	0.009546478	0.10491925	0.8737138	0.9717318
ENSMUSG00000018669	123.3484	0.07675112	0.10772205	0.2074049	0.6637234
ENSMUSG00000018672	11.35599	0.01901026	0.13074471	0.5264658	0.8604378
ENSMUSG00000018677	192.2206	0.03526145	0.10871946	0.5469545	0.8716079
ENSMUSG00000018678	42.14511	-0.01642621	0.12709366	0.6495697	0.9091129
ENSMUSG00000018697	93.19597	0.005364157	0.1062098	0.9280588	0.9828713
ENSMUSG00000018698	1.06913	-0.003499725	0.18467591	0.7641974	NA
ENSMUSG00000018707	8745.426	-0.09636993	0.06446404	0.0795472	0.5031879
ENSMUSG00000018727	1.581543	-0.05104666	0.44942395	0.04029059	NA
ENSMUSG00000018733	39.34491	0.0534301	0.12598806	0.2220812	0.6772808
ENSMUSG00000018736	504.4774	-0.04555145	0.10399095	0.4559984	0.830072
ENSMUSG00000018740	22.22201	-0.03655315	0.13775288	0.1989811	0.6568596
ENSMUSG00000018750	887.3584	-0.06060543	0.08811253	0.3373232	0.7644384
ENSMUSG00000018752	10.88573	0.07340687	0.33518583	0.02072838	0.317247
ENSMUSG00000018761	131.7446	0.07619346	0.11514072	0.1797608	0.6380432
ENSMUSG00000018765	579.0385	0.1090623	0.10976436	0.07904225	0.5031879
ENSMUSG00000018770	681.7016	0.03120182	0.09829839	0.617268	0.8985368
ENSMUSG00000018774	53.01583	0.1010031	0.12689037	0.05364399	0.450741
ENSMUSG00000018776	0.1298085	0.0003876448	0.21388664	0.970944	NA
ENSMUSG00000018796	442.2928	0.1311398	0.08049678	0.03492526	0.3919885
ENSMUSG00000018800	588.0222	-0.1789626	0.08864693	0.005962823	0.1927147
ENSMUSG00000018809	90.44738	0.07226232	0.10939156	0.2274488	0.6812127
ENSMUSG00000018819	10.4621	-0.01563309	0.13127209	0.5824934	0.885565
ENSMUSG00000018820	431.7729	0.07496568	0.09028144	0.2381228	0.6921387
ENSMUSG00000018821	89.72996	0.03362734	0.11768361	0.5110493	0.8537773
ENSMUSG00000018822	6.36992	0.01565662	0.14014968	0.4340971	0.8164876
ENSMUSG00000018830	43.31959	0.06187825	0.1331484	0.1140102	0.5636291
ENSMUSG00000018841	103.975	-0.01713956	0.10910629	0.7670608	0.9453783
ENSMUSG00000018844	0.5483508	-0.01132851	0.25149101	0.3431219	NA
ENSMUSG00000018845	3.533336	-0.01673697	0.14317262	0.3845825	0.7942773
ENSMUSG00000018846	775.4912	-0.08119499	0.09461336	0.2029723	0.6597946
ENSMUSG00000018848	245.0767	-0.03739588	0.11242444	0.5053082	0.8510949
ENSMUSG00000018849	376.4188	0.009908978	0.0996895	0.872864	0.9712533
ENSMUSG00000018858	136.5539	-0.04148701	0.10806741	0.48283	0.8418443
ENSMUSG00000018861	47.99566	0.04315437	0.11923718	0.3900683	0.7960085
ENSMUSG00000018862	0.2483294	0	0.21433685	1	NA
ENSMUSG00000018865	1097.372	0.01679784	0.09944788	0.7865364	0.950627
ENSMUSG00000018882	178.6852	0.01596927	0.11477887	0.7647425	0.9443585
ENSMUSG00000018893	0.1298085	0.0003876448	0.21388664	0.970944	NA
ENSMUSG00000018899	27.51855	0.04621553	0.13006518	0.2185914	0.6723291
ENSMUSG00000018900	85.22165	0.08494035	0.12381718	0.09883885	0.5434669
ENSMUSG00000018906	56.55708	0.04637205	0.12032775	0.3470583	0.7700901
ENSMUSG00000018907	1.366794	0.001719959	0.17727014	0.8830658	NA
ENSMUSG00000018909	2475.192	0.02682044	0.08784302	0.66969	0.9156138
ENSMUSG00000018919	0.9889647	-0.002986805	0.16021495	0.812501	NA
ENSMUSG00000018920	3.407985	-0.0002104507	0.13673478	0.9910266	0.9984567
ENSMUSG00000018921	128.0663	0.009649307	0.11419963	0.8576209	0.9687174
ENSMUSG00000018923	30.04741	0.06640917	0.13386914	0.09649635	0.5378082
ENSMUSG00000018924	0.06859908	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000018925	0.4399838	-0.01118625	0.25068848	0.3480223	NA
ENSMUSG00000018927	8.244839	0.01287803	0.13284862	0.6118088	0.8975783
ENSMUSG00000018930	0.02933238	-0.002130945	0.21590585	0.8417778	NA
ENSMUSG00000018931	72.78474	0.01332081	0.1097796	0.8163576	0.9595402
ENSMUSG00000018932	40.34042	-0.04728428	0.12056218	0.3360329	0.7637684
ENSMUSG00000018965	1864.983	-0.01264318	0.10196813	0.8364839	0.9639276
ENSMUSG00000018974	256.5069	0.02770978	0.09769271	0.657559	0.9126184
ENSMUSG00000018983	4.173913	0.01859182	0.14751374	0.3227901	0.7576366
ENSMUSG00000018986	1.772039	0.01302532	0.16597363	0.3771368	NA
ENSMUSG00000018995	151.1838	-0.04193731	0.11375129	0.4484154	0.8266557
ENSMUSG00000018999	581.8995	-0.0239116	0.09307955	0.7042495	0.9283281
ENSMUSG00000019027	147.5663	0.1897117	0.1517588	0.002660985	0.1324932
ENSMUSG00000019039	276.9517	0.1360119	0.11660974	0.02837367	0.3611354
ENSMUSG00000019054	509.4078	0.01663966	0.10230316	0.785625	0.950627
ENSMUSG00000019055	108.0152	0.01700901	0.11177466	0.7612264	0.9436139
ENSMUSG00000019066	36.41913	0.009354556	0.11803375	0.8508369	0.9669527
ENSMUSG00000019080	27.60587	0.03917173	0.12521075	0.354149	0.7766557
ENSMUSG00000019082	504.2303	-0.004237145	0.0960067	0.9460659	0.9867197
ENSMUSG00000019087	1421.826	0.08631768	0.0913518	0.1761069	0.6326994
ENSMUSG00000019088	5.504137	-0.007273065	0.13548209	0.7266454	0.9337414
ENSMUSG00000019102	1.12127	0.007649447	0.16608115	0.5604763	NA
ENSMUSG00000019122	5.528171	0.01979759	0.13753746	0.3861477	0.7948057
ENSMUSG00000019124	2290.568	0.07462215	0.09628277	0.2402758	0.6942842
ENSMUSG00000019132	1141.946	-0.2355363	0.12847547	0.0008059343	0.07115803
ENSMUSG00000019139	209.3998	0.1302096	0.12034915	0.03012518	0.3719254
ENSMUSG00000019143	141.6911	0.03994207	0.1086839	0.4963688	0.8482155
ENSMUSG00000019146	195.2185	-0.04203715	0.11525075	0.4368058	0.8182874
ENSMUSG00000019158	49.10944	0.001247577	0.1209947	0.9782512	0.995443
ENSMUSG00000019173	522.5992	0.07205438	0.10249429	0.2485052	0.7020596
ENSMUSG00000019178	0.7621033	0.005985682	0.18362128	0.6210853	NA
ENSMUSG00000019179	853.673	0.0310624	0.09859177	0.618497	0.8989145
ENSMUSG00000019188	334.3363	0.004306731	0.09518413	0.9452725	0.9865991
ENSMUSG00000019189	682.4695	-0.0203525	0.08751786	0.7459319	0.9388041
ENSMUSG00000019194	553.9479	-0.07994223	0.10975311	0.1839094	0.6417596
ENSMUSG00000019210	1255.389	-0.0779659	0.10551063	0.2069056	0.6636911
ENSMUSG00000019214	9.040725	-0.02209879	0.13317035	0.4198958	0.8086575
ENSMUSG00000019230	2.64938	-0.03120921	0.20950434	0.1080956	0.5548216
ENSMUSG00000019232	141.492	0.06377066	0.12736338	0.151042	0.6045678
ENSMUSG00000019235	140.5924	0.04339215	0.10107813	0.4839562	0.8424087
ENSMUSG00000019254	589.493	0.02313786	0.09671714	0.7117919	0.9291425
ENSMUSG00000019256	55.90275	-0.05643525	0.12501701	0.21379	0.6682353
ENSMUSG00000019261	272.4852	0.005035956	0.11168485	0.9281998	0.9829163
ENSMUSG00000019278	0.2199919	-0.007058521	0.23003267	0.5278736	NA
ENSMUSG00000019295	118.5094	0.01291563	0.10842021	0.824464	0.9609407
ENSMUSG00000019297	73.72155	-0.02184569	0.11880625	0.6572599	0.9126184
ENSMUSG00000019301	2.238032	-0.1135011	0.68814096	0.01212729	0.2546804
ENSMUSG00000019302	2137.78	-0.08092154	0.09952229	0.2014459	0.6596608
ENSMUSG00000019303	22.04726	0.05548554	0.13530264	0.1222996	0.5731489
ENSMUSG00000019312	17.74452	0.006982819	0.12868822	0.8282958	0.9619344
ENSMUSG00000019320	9.627375	0.007142013	0.13072103	0.7993311	0.9543732
ENSMUSG00000019326	1.423708	0.0004630801	0.14959729	0.9727735	NA
ENSMUSG00000019338	258.1867	0.01694807	0.09991851	0.7842703	0.9499682
ENSMUSG00000019359	20.43198	0.008497417	0.12999015	0.7746567	0.9485092
ENSMUSG00000019362	148.719	0.05220673	0.11013813	0.3712045	0.7854615
ENSMUSG00000019368	0.08571617	0	0.21433685	1	NA
ENSMUSG00000019370	4477.823	0.01364858	0.11296269	0.8038267	0.9557194
ENSMUSG00000019373	398.563	-0.08088001	0.11133702	0.1735907	0.63095
ENSMUSG00000019428	1470.414	0.07024768	0.10055892	0.2635518	0.7173456
ENSMUSG00000019429	1.116606	0.003204442	0.15926877	0.8006478	NA
ENSMUSG00000019432	707.6383	0.2246544	0.08450619	0.0004975627	0.05388517
ENSMUSG00000019433	164.3885	0.03100839	0.10796348	0.5982727	0.8924533
ENSMUSG00000019437	67.5553	0.02191009	0.12213586	0.6250052	0.9005968
ENSMUSG00000019461	48.08681	-0.02325315	0.12121034	0.6149037	0.8979686
ENSMUSG00000019464	22.12959	-1.892243	1.35448797	4.594493e-05	0.01464543
ENSMUSG00000019467	200.5604	0.008249621	0.11432362	0.8777968	0.9722153
ENSMUSG00000019470	301.25	0.00434497	0.10397281	0.9427024	0.9860027
ENSMUSG00000019471	301.323	0.03296771	0.11007505	0.5672498	0.8786322
ENSMUSG00000019478	109.2032	-0.03970018	0.11016754	0.4922456	0.8456963
ENSMUSG00000019487	9.483669	0.003668688	0.13226238	0.882694	0.9734384
ENSMUSG00000019489	0.05444447	0	0.21433685	1	NA
ENSMUSG00000019494	274.1498	-0.06447627	0.1048032	0.2940286	0.7383209
ENSMUSG00000019505	5140.764	0.01672708	0.0922772	0.7905564	0.9518441
ENSMUSG00000019518	149.4481	0.116341	0.11659377	0.05252431	0.4479729
ENSMUSG00000019528	110.0811	0.08564302	0.11496447	0.1382379	0.5897563
ENSMUSG00000019539	13.13984	0.01427507	0.13302959	0.5748881	0.8828872
ENSMUSG00000019558	405.5534	-0.1035866	0.10457812	0.10157	0.5491164
ENSMUSG00000019564	46.9627	-0.04571357	0.12305464	0.3206675	0.7571089
ENSMUSG00000019577	50.76233	0.01828301	0.12214993	0.6817025	0.9198923
ENSMUSG00000019578	389.8233	0.03675479	0.09280751	0.5603163	0.8755774
ENSMUSG00000019579	131.9132	-0.07832468	0.1092388	0.1939831	0.6529409
ENSMUSG00000019590	319.8932	0.09252915	0.09618893	0.1482296	0.6021199
ENSMUSG00000019647	267.0046	-0.02213531	0.12354164	0.6044753	0.894898
ENSMUSG00000019659	103.59	-0.008761301	0.1167248	0.8641996	0.9696911
ENSMUSG00000019689	57.92924	0.1001529	0.12744858	0.05346252	0.4502339
ENSMUSG00000019699	1434.894	-0.09426057	0.09671794	0.1409248	0.5919226
ENSMUSG00000019710	188.8702	0.174735	0.10217791	0.008884864	0.2257048
ENSMUSG00000019715	267.8887	0.1193558	0.10086711	0.06447237	0.4765539
ENSMUSG00000019718	11.69772	-0.05388245	0.14925532	0.07801987	0.5024702
ENSMUSG00000019726	1691.764	-0.08466846	0.0951286	0.1847598	0.642034
ENSMUSG00000019731	414.099	0.05495846	0.09409586	0.3852556	0.7946955
ENSMUSG00000019732	4.155412	-0.03140621	0.17655981	0.1246597	0.5759383
ENSMUSG00000019734	29.17692	0.03304174	0.13020304	0.3323838	0.7620917
ENSMUSG00000019737	13.85824	0.02011715	0.13326012	0.4515461	0.8276359
ENSMUSG00000019738	64.78461	-0.07889999	0.12658036	0.1018061	0.5491164
ENSMUSG00000019756	0.1285743	0	0.21433685	1	NA
ENSMUSG00000019761	40.12277	-0.008540182	0.1268201	0.812623	0.9584419
ENSMUSG00000019762	0.5623188	0.004606346	0.18125333	0.699123	NA
ENSMUSG00000019763	177.9331	-0.1233321	0.11266342	0.04737753	0.4369409
ENSMUSG00000019767	4.293407	0.01499104	0.15579467	0.3566222	0.7784313
ENSMUSG00000019768	27.96412	0.04402898	0.13731805	0.1577294	0.6154835
ENSMUSG00000019772	29.84901	-0.2194176	0.44002223	0.001461579	0.09869306
ENSMUSG00000019773	10.84129	0.1480599	0.33856744	0.003707903	0.1539611
ENSMUSG00000019774	59.41247	0.05154499	0.12059199	0.2985904	0.7412326
ENSMUSG00000019775	922.3432	-0.02129033	0.08918904	0.735208	0.9365848
ENSMUSG00000019777	493.9474	-0.1210643	0.10334338	0.05986302	0.4636946
ENSMUSG00000019779	3.43598	-0.006425015	0.13522905	0.7586471	0.9431888
ENSMUSG00000019782	218.6036	-0.01752856	0.11029952	0.7587375	0.9431888
ENSMUSG00000019785	221.5581	-0.1176745	0.11802291	0.04801806	0.4382683
ENSMUSG00000019787	1.295252	-0.008968698	0.17170916	0.4973774	NA
ENSMUSG00000019789	25.36053	0.01160912	0.12596667	0.7589349	0.9432062
ENSMUSG00000019790	1134.355	-0.1116151	0.08396711	0.07637978	0.4999153
ENSMUSG00000019791	56.27863	0.005588106	0.1211604	0.9023959	0.9775976
ENSMUSG00000019792	53.69523	-0.1058	0.12609511	0.04867944	0.4388745
ENSMUSG00000019794	83.93401	0.059239	0.1145462	0.2885836	0.7341396
ENSMUSG00000019795	744.2198	-0.06924409	0.08953277	0.2748077	0.7242796
ENSMUSG00000019796	866.3833	-0.005078336	0.08997924	0.9356929	0.9838802
ENSMUSG00000019797	58.4522	0.02962302	0.1219904	0.5162493	0.856276
ENSMUSG00000019802	457.6764	-0.1607189	0.09666653	0.01488307	0.2715463
ENSMUSG00000019803	46.64183	-0.1213552	0.15942157	0.01158409	0.2512012
ENSMUSG00000019804	445.6249	0.1036783	0.10294295	0.1031302	0.5508786
ENSMUSG00000019806	289.7799	-0.05986085	0.09634401	0.3437026	0.7677346
ENSMUSG00000019808	21.32423	-0.04747844	0.13258505	0.1807921	0.6383595
ENSMUSG00000019809	193.1534	-0.04823295	0.10607701	0.4240529	0.8102895
ENSMUSG00000019810	181.4222	0.1008227	0.11096103	0.09868794	0.543238
ENSMUSG00000019813	74.44254	-0.09586812	0.12764054	0.05966232	0.4636946
ENSMUSG00000019814	63.05161	0.01459869	0.12009282	0.757577	0.9426581
ENSMUSG00000019817	98.63109	-0.08122017	0.12408774	0.1086037	0.5551338
ENSMUSG00000019818	393.5477	-0.1023035	0.09199722	0.1107774	0.5583799
ENSMUSG00000019820	989.5261	0.02576094	0.10233372	0.6741963	0.9177422
ENSMUSG00000019822	70.9074	0.07303997	0.1196433	0.1686923	0.6259293
